TSCA,HAPS,EHS,COI,RTK,SVHC,RED,EPA,LTAP,SNUR List,NES HAPS,"PBT
(WAC 173-333-320)",IARC
69669-34-7,,,,,,,,,,,,
69669-35-8,,,,,,,,,,,,
69669-36-9,,,,,,,,,,,,
69669-38-1,,,,,,,,,,,,
69669-39-2,,,,,,,,,,,,
69669-41-6,,,,,,,,,,,,
69669-42-7,,,,,,,,,,,,
69669-43-8,,,,,,,,,,,,
69669-44-9,,,,,,,,,,,,
69673-80-9,,,,,,,,,,,,
69673-85-4,,,,,,,,,,,,
6969-49-9,,,,,,,,,,,,
69695-75-6,,,,,,,,,,,,
69696-98-6,,,,,,,,,,,,
696-99-1,,,,,,,,,,,,
69701-99-1,,,,,,,,,,,,
69709-01-9,,,,,,,,,,,,
6971-33-1,,,,,,,,,,,,
6971-74-0,,,,,,,,,,,,
6971-86-4,,,,,,,,,,,,
697-18-7,,,,,,,,,,,,
69725-37-7,,,,,,,,,,,,
69725-52-6,,,,,,,,,,,,
69725-60-6,,,,,,,,,,,,
69726-15-4,,,,,,,,,,,,
69-72-7,,,,,,,,,,,,
6972-71-0,,,,,,,,,,,,
8/6/6973,,,,,,,,,,,,
6973-13-3,,,,,,,,,,,,
6974-32-9,,,,,,,,,,,,
6974-47-6,,,,,,,,,,,,
6975-24-2,,,,,,,,,,,,
6975-29-7,,,,,,,,,,,,
6975-31-1,,,,,,,,,,,,
6975-60-6,,,,,,,,,,,,
6975-71-9,,,,,,,,,,,,
69761-19-9,,,,,,,,,,,,
69762-08-9,,,,,,,,,,,,
6976-37-0,,,,,,,,,,,,
69766-79-6,,,,,,,,,,,,
69766-80-9,,,,,,,,,,,,
6976-93-8,,,,,,,,,,,,
69777-40-8,,,,,,,,,,,,
69777-59-9,,,,,,,,,,,,
69777-61-3,,,,,,,,,,,,
69777-63-5,,,,,,,,,,,,
69777-64-6,,,,,,,,,,,,
69777-71-5,,,,,,,,,,,,
69777-74-8,,,,,,,,,,,,
697-82-5,,,,,,,,,,,,
69-78-3,,,,,,,,,,,,
697-83-6,,,,,,,,,,,,
697-91-6,,,,,,,,,,,,
69792-60-5,,,,,,,,,,,,
69-79-4,,,,,,,,,,,,
69804-18-8,,,,,,,,,,,,
69804-19-9,,,,,,,,,,,,
69808-32-8,,,,,,,,,,,,
698-10-2,,,,,,,,,,,,
69815-53-8,,,,,,,,,,,,
69815-54-9,,,,,,,,,,,,
69815-55-0,,,,,,,,,,,,
69815-56-1,,,,,,,,,,,,
69815-57-2,,,,,,,,,,,,
69815-58-3,,,,,,,,,,,,
698-27-1,,,,,,,,,,,,
69828-87-1,,,,,,,,,,,,
69828-92-8,,,,,,,,,,,,
69831-14-7,,,,,,,,,,,,
69834-09-9,,,,,,,,,,,,
69834-10-2,,,,,,,,,,,,
69834-11-3,,,,,,,,,,,,
69834-13-5,,,,,,,,,,,,
69834-14-6,,,,,,,,,,,,
69834-16-8,,,,,,,,,,,,
69834-17-9,,,,,,,,,,,,
69834-18-0,,,,,,,,,,,,
69834-20-4,,,,,,,,,,,,
69834-21-5,,,,,,,,,,,,
69834-22-6,,,,,,,,,,,,
69834-23-7,,,,,,,,,,,,
69834-24-8,,,,,,,,,,,,
69834-25-9,,,,,,,,,,,,
69834-26-0,,,,,,,,,,,,
69834-27-1,,,,,,,,,,,,
69847-37-6,,,,,,,,,,,,
69847-38-7,,,,,,,,,,,,
69847-39-8,,,,,,,,,,,,
69847-40-1,,,,,,,,,,,,
69847-41-2,,,,,,,,,,,,
69847-42-3,,,,,,,,,,,,
69847-43-4,,,,,,,,,,,,
69847-45-6,,,,,,,,,,,,
69847-46-7,,,,,,,,,,,,
69847-47-8,,,,,,,,,,,,
69847-48-9,,,,,,,,,,,,
69847-49-0,,,,,,,,,,,,
69847-50-3,,,,,,,,,,,,
69847-51-4,,,,,,,,,,,,
69847-52-5,,,,,,,,,,,,
69847-54-7,,,,,,,,,,,,
69847-55-8,,,,,,,,,,,,
69847-56-9,,,,,,,,,,,,
69847-57-0,,,,,,,,,,,,
69847-58-1,,,,,,,,,,,,
69847-59-2,,,,,,,,,,,,
69847-60-5,,,,,,,,,,,,
69847-61-6,,,,,,,,,,,,
69847-62-7,,,,,,,,,,,,
69847-64-9,,,,,,,,,,,,
69851-61-2,,,,,,,,,,,,
69852-41-1,,,,,,,,,,,,
69852-45-5,,,,,,,,,,,,
69856-00-4,,,,,,,,,,,,
69856-01-5,,,,,,,,,,,,
69856-02-6,,,,,,,,,,,,
69856-03-7,,,,,,,,,,,,
69856-04-8,,,,,,,,,,,,
69856-05-9,,,,,,,,,,,,
69856-06-0,,,,,,,,,,,,
69856-07-1,,,,,,,,,,,,
69856-08-2,,,,,,,,,,,,
69856-09-3,,,,,,,,,,,,
69856-10-6,,,,,,,,,,,,
69856-11-7,,,,,,,,,,,,
6985-92-8,,,,,,,,,,,,
6985-95-1,,,,,,,,,,,,
69865-37-8,,,,,,,,,,,,
69868-05-9,,,,,,,,,,,,
69868-06-0,,,,,,,,,,,,
69868-07-1,,,,,,,,,,,,
69868-08-2,,,,,,,,,,,,
69868-09-3,,,,,,,,,,,,
69868-11-7,,,,,,,,,,,,
69868-12-8,,,,,,,,,,,,
69868-13-9,,,,,,,,,,,,
69868-14-0,,,,,,,,,,,,
69868-15-1,,,,,,,,,,,,
69868-16-2,,,,,,,,,,,,
69868-17-3,,,,,,,,,,,,
69868-18-4,,,,,,,,,,,,
69868-19-5,,,,,,,,,,,,
698-76-0,,,,,,,,,,,,
69878-18-8,,,,,,,,,,,,
69880-77-9,,,,,,,,,,,,
69882-08-2,,,,,,,,,,,,
69882-09-3,,,,,,,,,,,,
69882-11-7,,,,,,,,,,,,
69882-12-8,,,,,,,,,,,,
69882-13-9,,,,,,,,,,,,
69882-14-0,,,,,,,,,,,,
69882-15-1,,,,,,,,,,,,
69882-16-2,,,,,,,,,,,,
69882-17-3,,,,,,,,,,,,
69882-18-4,,,,,,,,,,,,
69882-19-5,,,,,,,,,,,,
698-87-3,,,,,,,,,,,,
69892-82-6,,,,,,,,,,,,
69-89-6,,,,,,,,,,,,
69898-01-7,,,,,,,,,,,,
69898-15-3,,,,,,,,,,,,
69898-16-4,,,,,,,,,,,,
69898-17-5,,,,,,,,,,,,
69898-18-6,,,,,,,,,,,,
69898-19-7,,,,,,,,,,,,
69898-20-0,,,,,,,,,,,,
69898-21-1,,,,,,,,,,,,
69898-22-2,,,,,,,,,,,,
69898-23-3,,,,,,,,,,,,
69898-24-4,,,,,,,,,,,,
69898-25-5,,,,,,,,,,,,
69898-26-6,,,,,,,,,,,,
69898-27-7,,,,,,,,,,,,
69898-28-8,,,,,,,,,,,,
69898-29-9,,,,,,,,,,,,
69898-30-2,,,,,,,,,,,,
69898-31-3,,,,,,,,,,,,
69898-32-4,,,,,,,,,,,,
69898-33-5,,,,,,,,,,,,
69898-35-7,,,,,,,,,,,,
69898-36-8,,,,,,,,,,,,
69898-37-9,,,,,,,,,,,,
69898-38-0,,,,,,,,,,,,
69898-39-1,,,,,,,,,,,,
69898-40-4,,,,,,,,,,,,
69898-41-5,,,,,,,,,,,,
69898-42-6,,,,,,,,,,,,
69898-43-7,,,,,,,,,,,,
69898-44-8,,,,,,,,,,,,
69898-45-9,,,,,,,,,,,,
69898-46-0,,,,,,,,,,,,
69898-47-1,,,,,,,,,,,,
69898-48-2,,,,,,,,,,,,
69898-49-3,,,,,,,,,,,,
69898-50-6,,,,,,,,,,,,
69898-51-7,,,,,,,,,,,,
69898-52-8,,,,,,,,,,,,
69898-53-9,,,,,,,,,,,,
69898-54-0,,,,,,,,,,,,
69898-55-1,,,,,,,,,,,,
69898-56-2,,,,,,,,,,,,
69898-57-3,,,,,,,,,,,,
69898-58-4,,,,,,,,,,,,
69898-59-5,,,,,,,,,,,,
69898-60-8,,,,,,,,,,,,
69898-61-9,,,,,,,,,,,,
69898-62-0,,,,,,,,,,,,
69898-63-1,,,,,,,,,,,,
69898-64-2,,,,,,,,,,,,
69898-65-3,,,,,,,,,,,,
69898-66-4,,,,,,,,,,,,
69898-67-5,,,,,,,,,,,,
69898-68-6,,,,,,,,,,,,
699-02-5,,,,,,,,,,,,
6990-43-8,,,,,,,,,,,,
699-10-5,,,,,,,,,,,,
699-12-7,,,,,,,,,,,,
69912-89-6,,,,,,,,,,,,
69912-91-0,,,,,,,,,,,,
69912-92-1,,,,,,,,,,,,
69912-93-2,,,,,,,,,,,,
69912-94-3,,,,,,,,,,,,
69912-95-4,,,,,,,,,,,,
69912-96-5,,,,,,,,,,,,
699-17-2,,,,,,,,,,,,
11/6/6992,,,,,,,,,,,,
69921-20-6,,,,,,,,,,,,
6992-73-0,,,,,,,,,,,,
69929-03-9,,,,,,,,,,,,
69929-04-0,,,,,,,,,,,,
69929-05-1,,,,,,,,,,,,
69929-06-2,,,,,,,,,,,,
69929-08-4,,,,,,,,,,,,
69929-09-5,,,,,,,,,,,,
69929-10-8,,,,,,,,,,,,
69929-11-9,,,,,,,,,,,,
69929-12-0,,,,,,,,,,,,
69929-13-1,,,,,,,,,,,,
69929-14-2,,,,,,,,,,,,
69929-15-3,,,,,,,,,,,,
69929-16-4,,,,,,,,,,,,
69929-17-5,,,,,,,,,,,,
69929-18-6,,,,,,,,,,,,
69929-19-7,,,,,,,,,,,,
69929-20-0,,,,,,,,,,,,
69929-21-1,,,,,,,,,,,,
69929-23-3,,,,,,,,,,,,
69929-24-4,,,,,,,,,,,,
69929-25-5,,,,,,,,,,,,
69929-27-7,,,,,,,,,,,,
69929-28-8,,,,,,,,,,,,
69929-29-9,,,,,,,,,,,,
69929-30-2,,,,,,,,,,,,
69929-31-3,,,,,,,,,,,,
69929-33-5,,,,,,,,,,,,
69929-34-6,,,,,,,,,,,,
69929-35-7,,,,,,,,,,,,
69929-36-8,,,,,,,,,,,,
69929-40-4,,,,,,,,,,,,
69929-42-6,,,,,,,,,,,,
69929-43-7,,,,,,,,,,,,
69929-44-8,,,,,,,,,,,,
69929-45-9,,,,,,,,,,,,
699-30-9,,,,,,,,,,,,
69-93-2,,,,,,,,,,,,
6993-66-4,,,,,,,,,,,,
69938-68-7,,,,,,,,,,,,
69938-76-7,,,,,,,,,,,,
69943-47-1,,,,,,,,,,,,
69943-64-2,,,,,,,,,,,,
69943-65-3,,,,,,,,,,,,
69943-66-4,,,,,,,,,,,,
69943-67-5,,,,,,,,,,,,
69943-68-6,,,,,,,,,,,,
69943-69-7,,,,,,,,,,,,
69943-71-1,,,,,,,,,,,,
69943-73-3,,,,,,,,,,,,
69943-74-4,,,,,,,,,,,,
69943-75-5,,,,,,,,,,,,
6994-46-3,,,,,,,,,,,,
6994-51-0,,,,,,,,,,,,
6994-53-2,,,,,,,,,,,,
6995-79-5,,,,,,,,,,,,
699-61-6,,,,,,,,,,,,
69961-70-2,,,,,,,,,,,,
69961-71-3,,,,,,,,,,,,
69961-72-4,,,,,,,,,,,,
69961-73-5,,,,,,,,,,,,
69980-69-4,,,,,,,,,,,,
69980-70-7,,,,,,,,,,,,
69980-71-8,,,,,,,,,,,,
69980-72-9,,,,,,,,,,,,
69980-73-0,,,,,,,,,,,,
69980-74-1,,,,,,,,,,,,
69980-75-2,,,,,,,,,,,,
69980-76-3,,,,,,,,,,,,
69991-59-9,,,,,,,,,,,,
69991-60-2,,,,,,,,,,,,
69991-61-3,,,,,,,,,,,,
69991-62-4,,,,,,,,,,,,
69991-63-5,,,,,,,,,,,,
69991-64-6,,,,,,,,,,,,
69991-65-7,,,,,,,,,,,,
69991-66-8,,,,,,,,,,,,
69991-67-9,,,,,,,,,,,,
69991-68-0,,,,,,,,,,,,
69991-69-1,,,,,,,,,,,,
69991-70-4,,,,,,,,,,,,
69991-71-5,,,,,,,,,,,,
69991-72-6,,,,,,,,,,,,
69991-73-7,,,,,,,,,,,,
69991-74-8,,,,,,,,,,,,
69991-75-9,,,,,,,,,,,,
69991-76-0,,,,,,,,,,,,
699-98-9,,,,,,,,,,,,
70008-54-7,,,,,,,,,,,,
700-12-9,,,,,,,,,,,,
700-13-0,,,,,,,,,,,,
70024-54-3,,,,,,,,,,,,
70024-57-6,,,,,,,,,,,,
70024-58-7,,,,,,,,,,,,
70024-59-8,,,,,,,,,,,,
70024-61-2,,,,,,,,,,,,
70024-62-3,,,,,,,,,,,,
70024-63-4,,,,,,,,,,,,
70024-64-5,,,,,,,,,,,,
70024-65-6,,,,,,,,,,,,
70024-67-8,,,,,,,,,,,,
70024-68-9,,,,,,,,,,,,
70024-69-0,,,,,,,,,,,,
70024-70-3,,,,,,,,,,,,
70024-71-4,,,,,,,,,,,,
70024-72-5,,,,,,,,,,,,
70024-73-6,,,,,,,,,,,,
70024-74-7,,,,,,,,,,,,
70024-75-8,,,,,,,,,,,,
70024-76-9,,,,,,,,,,,,
70024-77-0,,,,,,,,,,,,
70024-78-1,,,,,,,,,,,,
70024-79-2,,,,,,,,,,,,
70024-80-5,,,,,,,,,,,,
70024-81-6,,,,,,,,,,,,
70024-82-7,,,,,,,,,,,,
70024-83-8,,,,,,,,,,,,
70024-84-9,,,,,,,,,,,,
70024-85-0,,,,,,,,,,,,
70024-86-1,,,,,,,,,,,,
70024-87-2,,,,,,,,,,,,
70024-88-3,,,,,,,,,,,,
70024-90-7,,,,,,,,,,,,
70024-91-8,,,,,,,,,,,,
70024-92-9,,,,,,,,,,,,
70024-93-0,,,,,,,,,,,,
70024-94-1,,,,,,,,,,,,
70024-95-2,,,,,,,,,,,,
70024-96-3,,,,,,,,,,,,
70024-97-4,,,,,,,,,,,,
70024-98-5,,,,,,,,,,,,
70024-99-6,,,,,,,,,,,,
70025-00-2,,,,,,,,,,,,
70025-01-3,,,,,,,,,,,,
70025-02-4,,,,,,,,,,,,
70025-03-5,,,,,,,,,,,,
70025-04-6,,,,,,,,,,,,
70025-05-7,,,,,,,,,,,,
70025-06-8,,,,,,,,,,,,
70025-07-9,,,,,,,,,,,,
70025-09-1,,,,,,,,,,,,
70025-10-4,,,,,,,,,,,,
70025-11-5,,,,,,,,,,,,
70025-12-6,,,,,,,,,,,,
70025-13-7,,,,,,,,,,,,
70025-14-8,,,,,,,,,,,,
70025-15-9,,,,,,,,,,,,
70025-19-3,,,,,,,,,,,,
70025-20-6,,,,,,,,,,,,
70025-21-7,,,,,,,,,,,,
70025-22-8,,,,,,,,,,,,
70025-23-9,,,,,,,,,,,,
70025-24-0,,,,,,,,,,,,
70025-25-1,,,,,,,,,,,,
70025-26-2,,,,,,,,,,,,
70025-27-3,,,,,,,,,,,,
70025-28-4,,,,,,,,,,,,
70025-29-5,,,,,,,,,,,,
70025-30-8,,,,,,,,,,,,
7003-32-9,,,,,,,,,,,,
700359-17-7,,,,,,,,,,,,
7005-47-2,,,,,,,,,,,,
70055-52-6,,,,,,,,,,,,
7005-72-3,,,,,,,,,,,,
7006-60-2,,,,,,,,,,,,
70069-12-4,,,,,,,,,,,,
70069-81-7,,,,,,,,,,,,
70084-65-0,,,,,,,,,,,,
70084-66-1,,,,,,,,,,,,
70084-67-2,,,,,,,,,,,,
70084-68-3,,,,,,,,,,,,
70084-69-4,,,,,,,,,,,,
70084-70-7,,,,,,,,,,,,
70084-71-8,,,,,,,,,,,,
70084-72-9,,,,,,,,,,,,
70084-73-0,,,,,,,,,,,,
70084-74-1,,,,,,,,,,,,
70084-75-2,,,,,,,,,,,,
70084-76-3,,,,,,,,,,,,
70084-77-4,,,,,,,,,,,,
70084-81-0,,,,,,,,,,,,
70084-82-1,,,,,,,,,,,,
70084-83-2,,,,,,,,,,,,
70084-84-3,,,,,,,,,,,,
70084-85-4,,,,,,,,,,,,
70084-86-5,,,,,,,,,,,,
70084-87-6,,,,,,,,,,,,
70084-88-7,,,,,,,,,,,,
70084-89-8,,,,,,,,,,,,
70084-90-1,,,,,,,,,,,,
70084-91-2,,,,,,,,,,,,
70084-92-3,,,,,,,,,,,,
70084-93-4,,,,,,,,,,,,
70084-94-5,,,,,,,,,,,,
70084-95-6,,,,,,,,,,,,
70084-96-7,,,,,,,,,,,,
70084-97-8,,,,,,,,,,,,
70084-98-9,,,,,,,,,,,,
70084-99-0,,,,,,,,,,,,
70085-00-6,,,,,,,,,,,,
70085-01-7,,,,,,,,,,,,
70085-02-8,,,,,,,,,,,,
70085-03-9,,,,,,,,,,,,
70085-04-0,,,,,,,,,,,,
700-87-8,,,,,,,,,,,,
70092-23-8,,,,,,,,,,,,
7009-61-2,,,,,,,,,,,,
70-11-1,,,,,,,,,,,,
70116-35-7,,,,,,,,,,,,
70117-12-3,,,,,,,,,,,,
7011-83-8,,,,,,,,,,,,
70131-50-9,,,,,,,,,,,,
70131-51-0,,,,,,,,,,,,
70131-52-1,,,,,,,,,,,,
70131-53-2,,,,,,,,,,,,
70131-54-3,,,,,,,,,,,,
70131-55-4,,,,,,,,,,,,
70131-56-5,,,,,,,,,,,,
70131-57-6,,,,,,,,,,,,
70131-58-7,,,,,,,,,,,,
70131-59-8,,,,,,,,,,,,
70131-60-1,,,,,,,,,,,,
70131-61-2,,,,,,,,,,,,
70131-62-3,,,,,,,,,,,,
70131-64-5,,,,,,,,,,,,
70131-65-6,,,,,,,,,,,,
70131-67-8,,,,,,,,,,,,
70131-68-9,,,,,,,,,,,,
70131-69-0,,,,,,,,,,,,
70131-70-3,,,,,,,,,,,,
70131-71-4,,,,,,,,,,,,
70131-72-5,,,,,,,,,,,,
701-35-9,,,,,,,,,,,,
70142-34-6,,,,,,,,,,,,
70143-96-3,,,,,,,,,,,,
70145-98-1,,,,,,,,,,,,
70145-99-2,,,,,,,,,,,,
70146-00-8,,,,,,,,,,,,
70146-01-9,,,,,,,,,,,,
70146-02-0,,,,,,,,,,,,
70146-05-3,,,,,,,,,,,,
70146-06-4,,,,,,,,,,,,
70146-07-5,,,,,,,,,,,,
70146-08-6,,,,,,,,,,,,
70146-09-7,,,,,,,,,,,,
70146-10-0,,,,,,,,,,,,
70146-11-1,,,,,,,,,,,,
70146-12-2,,,,,,,,,,,,
70146-13-3,,,,,,,,,,,,
70159-87-4,,,,,,,,,,,,
70161-13-6,,,,,,,,,,,,
70161-14-7,,,,,,,,,,,,
70161-15-8,,,,,,,,,,,,
70161-16-9,,,,,,,,,,,,
70161-17-0,,,,,,,,,,,,
70161-18-1,,,,,,,,,,,,
70161-19-2,,,,,,,,,,,,
70161-20-5,,,,,,,,,,,,
70161-44-3,,,,,,,,,,,,
70161-45-4,,,,,,,,,,,,
70161-46-5,,,,,,,,,,,,
70161-47-6,,,,,,,,,,,,
70161-49-8,,,,,,,,,,,,
70161-51-2,,,,,,,,,,,,
70161-53-4,,,,,,,,,,,,
70161-54-5,,,,,,,,,,,,
70161-55-6,,,,,,,,,,,,
70161-56-7,,,,,,,,,,,,
70161-57-8,,,,,,,,,,,,
70161-58-9,,,,,,,,,,,,
70161-59-0,,,,,,,,,,,,
70161-60-3,,,,,,,,,,,,
701-64-4,,,,,,,,,,,,
701-70-2,,,,,,,,,,,,
70179-69-0,,,,,,,,,,,,
70179-70-3,,,,,,,,,,,,
70179-76-9,,,,,,,,,,,,
70179-77-0,,,,,,,,,,,,
70179-78-1,,,,,,,,,,,,
70179-79-2,,,,,,,,,,,,
70179-80-5,,,,,,,,,,,,
70179-81-6,,,,,,,,,,,,
70179-82-7,,,,,,,,,,,,
70179-84-9,,,,,,,,,,,,
70179-85-0,,,,,,,,,,,,
70179-86-1,,,,,,,,,,,,
70179-87-2,,,,,,,,,,,,
701-82-6,,,,,,,,,,,,
70185-87-4,,,,,,,,,,,,
70185-92-1,,,,,,,,,,,,
70-18-8,,,,,,,,,,,,
701908-99-8,,,,,,,,,,,,
70191-73-0,,,,,,,,,,,,
70191-74-1,,,,,,,,,,,,
70191-75-2,,,,,,,,,,,,
70191-76-3,,,,,,,,,,,,
701944-34-5,,,,,,,,,,,,
701-97-3,,,,,,,,,,,,
70198-16-2,,,,,,,,,,,,
70198-17-3,,,,,,,,,,,,
70198-18-4,,,,,,,,,,,,
70198-20-8,,,,,,,,,,,,
70198-21-9,,,,,,,,,,,,
70198-22-0,,,,,,,,,,,,
70198-23-1,,,,,,,,,,,,
70198-24-2,,,,,,,,,,,,
70198-25-3,,,,,,,,,,,,
70198-26-4,,,,,,,,,,,,
70198-27-5,,,,,,,,,,,,
70198-28-6,,,,,,,,,,,,
70198-29-7,,,,,,,,,,,,
70198-30-0,,,,,,,,,,,,
70198-31-1,,,,,,,,,,,,
70198-32-2,,,,,,,,,,,,
701-99-5,,,,,,,,,,,,
70209-86-8,,,,,,,,,,,,
70209-87-9,,,,,,,,,,,,
70209-88-0,,,,,,,,,,,,
70209-89-1,,,,,,,,,,,,
70209-90-4,,,,,,,,,,,,
70209-93-7,,,,,,,,,,,,
70209-94-8,,,,,,,,,,,,
70209-95-9,,,,,,,,,,,,
70209-96-0,,,,,,,,,,,,
70209-97-1,,,,,,,,,,,,
70209-98-2,,,,,,,,,,,,
70209-99-3,,,,,,,,,,,,
70210-00-3,,,,,,,,,,,,
70210-01-4,,,,,,,,,,,,
70210-03-6,,,,,,,,,,,,
70210-04-7,,,,,,,,,,,,
70210-05-8,,,,,,,,,,,,
70210-06-9,,,,,,,,,,,,
70210-07-0,,,,,,,,,,,,
70210-08-1,,,,,,,,,,,,
70210-09-2,,,,,,,,,,,,
70210-10-5,,,,,,,,,,,,
70210-12-7,,,,,,,,,,,,
70210-13-8,,,,,,,,,,,,
70210-15-0,,,,,,,,,,,,
70210-16-1,,,,,,,,,,,,
70210-17-2,,,,,,,,,,,,
70210-18-3,,,,,,,,,,,,
70210-19-4,,,,,,,,,,,,
70210-20-7,,,,,,,,,,,,
70210-21-8,,,,,,,,,,,,
70210-23-0,,,,,,,,,,,,
70210-24-1,,,,,,,,,,,,
70210-25-2,,,,,,,,,,,,
70210-26-3,,,,,,,,,,,,
70210-27-4,,,,,,,,,,,,
70210-29-6,,,,,,,,,,,,
70210-30-9,,,,,,,,,,,,
70210-31-0,,,,,,,,,,,,
70210-32-1,,,,,,,,,,,,
70210-33-2,,,,,,,,,,,,
70210-34-3,,,,,,,,,,,,
70210-35-4,,,,,,,,,,,,
70210-36-5,,,,,,,,,,,,
70210-37-6,,,,,,,,,,,,
70210-38-7,,,,,,,,,,,,
70210-39-8,,,,,,,,,,,,
70210-40-1,,,,,,,,,,,,
70210-41-2,,,,,,,,,,,,
70210-42-3,,,,,,,,,,,,
70210-43-4,,,,,,,,,,,,
70210-44-5,,,,,,,,,,,,
70210-45-6,,,,,,,,,,,,
70210-46-7,,,,,,,,,,,,
70210-47-8,,,,,,,,,,,,
70210-48-9,,,,,,,,,,,,
9/2/7021,,,,,,,,,,,,
70214-77-6,,,,,,,,,,,,
702-16-9,,,,,,,,,,,,
70218-66-5,,,,,,,,,,,,
70218-67-6,,,,,,,,,,,,
70222-88-7,,,,,,,,,,,,
70223-55-1,,,,,,,,,,,,
70223-56-2,,,,,,,,,,,,
702-23-8,,,,,,,,,,,,
70224-59-8,,,,,,,,,,,,
70224-83-8,,,,,,,,,,,,
70224-84-9,,,,,,,,,,,,
70224-85-0,,,,,,,,,,,,
70224-86-1,,,,,,,,,,,,
70224-87-2,,,,,,,,,,,,
70224-88-3,,,,,,,,,,,,
70225-04-6,,,,,,,,,,,,
70225-05-7,,,,,,,,,,,,
70225-06-8,,,,,,,,,,,,
70225-07-9,,,,,,,,,,,,
70225-08-0,,,,,,,,,,,,
70225-09-1,,,,,,,,,,,,
70225-10-4,,,,,,,,,,,,
70225-11-5,,,,,,,,,,,,
70225-12-6,,,,,,,,,,,,
70225-13-7,,,,,,,,,,,,
70225-14-8,,,,,,,,,,,,
70225-15-9,,,,,,,,,,,,
70225-16-0,,,,,,,,,,,,
70225-17-1,,,,,,,,,,,,
70225-18-2,,,,,,,,,,,,
70225-20-6,,,,,,,,,,,,
70225-22-8,,,,,,,,,,,,
70225-24-0,,,,,,,,,,,,
70225-26-2,,,,,,,,,,,,
70225-27-3,,,,,,,,,,,,
70225-28-4,,,,,,,,,,,,
7023-01-0,,,,,,,,,,,,
70-23-5,,,,,,,,,,,,
70235-32-4,,,,,,,,,,,,
7023-61-2,,,,,,,,,,,,
70236-38-3,,,,,,,,,,,,
70236-40-7,,,,,,,,,,,,
70236-41-8,,,,,,,,,,,,
70236-42-9,,,,,,,,,,,,
70236-43-0,,,,,,,,,,,,
70236-44-1,,,,,,,,,,,,
70236-45-2,,,,,,,,,,,,
70236-46-3,,,,,,,,,,,,
70236-48-5,,,,,,,,,,,,
70236-49-6,,,,,,,,,,,,
70236-50-9,,,,,,,,,,,,
70236-51-0,,,,,,,,,,,,
70236-52-1,,,,,,,,,,,,
70236-53-2,,,,,,,,,,,,
70236-54-3,,,,,,,,,,,,
70236-55-4,,,,,,,,,,,,
70236-56-5,,,,,,,,,,,,
70236-57-6,,,,,,,,,,,,
70236-59-8,,,,,,,,,,,,
70236-60-1,,,,,,,,,,,,
70236-61-2,,,,,,,,,,,,
70236-62-3,,,,,,,,,,,,
9/1/7024,,,,,,,,,,,,
7024-33-1,,,,,,,,,,,,
70247-25-5,,,,,,,,,,,,
70247-68-6,,,,,,,,,,,,
70247-69-7,,,,,,,,,,,,
70247-70-0,,,,,,,,,,,,
70247-71-1,,,,,,,,,,,,
70247-72-2,,,,,,,,,,,,
70247-74-4,,,,,,,,,,,,
70247-75-5,,,,,,,,,,,,
70247-76-6,,,,,,,,,,,,
70247-77-7,,,,,,,,,,,,
70247-79-9,,,,,,,,,,,,
70247-80-2,,,,,,,,,,,,
70247-81-3,,,,,,,,,,,,
70247-82-4,,,,,,,,,,,,
70247-83-5,,,,,,,,,,,,
70247-84-6,,,,,,,,,,,,
70247-85-7,,,,,,,,,,,,
70247-86-8,,,,,,,,,,,,
70247-87-9,,,,,,,,,,,,
70247-88-0,,,,,,,,,,,,
70247-89-1,,,,,,,,,,,,
70247-90-4,,,,,,,,,,,,
70247-91-5,,,,,,,,,,,,
70247-92-6,,,,,,,,,,,,
70247-93-7,,,,,,,,,,,,
70247-94-8,,,,,,,,,,,,
70247-96-0,,,,,,,,,,,,
70247-97-1,,,,,,,,,,,,
70247-98-2,,,,,,,,,,,,
70247-99-3,,,,,,,,,,,,
70248-00-9,,,,,,,,,,,,
70248-01-0,,,,,,,,,,,,
70248-02-1,,,,,,,,,,,,
70248-03-2,,,,,,,,,,,,
70248-04-3,,,,,,,,,,,,
70248-05-4,,,,,,,,,,,,
70248-06-5,,,,,,,,,,,,
70248-07-6,,,,,,,,,,,,
70248-08-7,,,,,,,,,,,,
70248-09-8,,,,,,,,,,,,
70248-10-1,,,,,,,,,,,,
70248-11-2,,,,,,,,,,,,
70248-12-3,,,,,,,,,,,,
70248-13-4,,,,,,,,,,,,
70248-14-5,,,,,,,,,,,,
70248-15-6,,,,,,,,,,,,
70248-16-7,,,,,,,,,,,,
70248-17-8,,,,,,,,,,,,
70248-18-9,,,,,,,,,,,,
70248-19-0,,,,,,,,,,,,
70248-20-3,,,,,,,,,,,,
70248-21-4,,,,,,,,,,,,
70248-22-5,,,,,,,,,,,,
70248-23-6,,,,,,,,,,,,
70248-24-7,,,,,,,,,,,,
70248-25-8,,,,,,,,,,,,
70248-26-9,,,,,,,,,,,,
70248-27-0,,,,,,,,,,,,
70248-28-1,,,,,,,,,,,,
70248-29-2,,,,,,,,,,,,
70248-30-5,,,,,,,,,,,,
70248-31-6,,,,,,,,,,,,
70248-32-7,,,,,,,,,,,,
70248-34-9,,,,,,,,,,,,
70248-35-0,,,,,,,,,,,,
70248-36-1,,,,,,,,,,,,
70248-37-2,,,,,,,,,,,,
70248-38-3,,,,,,,,,,,,
70248-39-4,,,,,,,,,,,,
70248-40-7,,,,,,,,,,,,
70248-41-8,,,,,,,,,,,,
